business_id,business_type,location_type,years_in_business,num_employees,owner_gender,owner_age,education_level,monthly_revenue,monthly_expenses,cash_flow_volatility,mobile_money_frequency,mobile_money_volume,mobile_money_consistency,has_bank_account,bank_account_age,savings_balance,num_suppliers,num_customers,digital_payment_adoption,social_media_presence,mobile_money_score,business_score,banking_score,digital_score,demo_score,credit_score,traditional_score,traditional_approval,ai_approval,actually_creditworthy
SME_00516,agriculture,rural,8.5,10,male,27.9,3,11353,8147.0,0.11,12.0,3092.0,0.72,0,0.0,0.0,5,34,0.13,1,0.35,0.33,0.0,0.48,0.41,0.34,0.29,0,0,0
SME_00517,manufacturing,rural,0.6,6,male,27.4,1,39923,32650.0,0.61,1.0,13087.0,0.91,1,0.0,988.0,1,30,0.33,1,0.38,0.24,0.51,0.6,0.2,0.39,0.34,0,0,0
SME_00518,food,urban,6.2,8,female,44.4,2,12973,10859.0,0.1,57.0,1646.0,0.85,1,0.5,6763.0,5,25,0.22,1,0.52,0.27,0.55,0.53,0.43,0.45,0.37,0,0,0
SME_00519,retail,rural,4.0,7,female,52.7,4,6700,4846.0,0.24,19.0,1660.0,0.86,1,2.4,1211.0,4,21,0.7,1,0.41,0.25,0.56,0.82,0.69,0.46,0.33,0,0,0
SME_00520,services,urban,0.9,7,female,30.4,3,10592,8414.0,0.39,47.0,3922.0,0.47,1,2.9,2592.0,2,26,0.61,1,0.44,0.19,0.57,0.77,0.42,0.44,0.36,0,0,0
SME_00521,agriculture,rural,0.2,3,male,43.5,1,14965,11662.0,0.29,2.0,5434.0,0.9,1,0.7,823.0,3,34,0.72,0,0.39,0.2,0.52,0.43,0.33,0.38,0.33,0,0,0
SME_00522,food,urban,0.9,11,male,18.0,3,9514,7935.0,0.43,6.0,1085.0,0.58,1,1.0,4789.0,4,25,0.27,1,0.23,0.19,0.55,0.56,0.33,0.31,0.31,0,0,0
SME_00523,manufacturing,urban,7.3,7,male,31.0,2,34064,29476.0,0.39,8.0,6510.0,0.63,1,0.1,4464.0,6,22,0.19,1,0.28,0.31,0.53,0.51,0.32,0.37,0.37,0,0,0
SME_00524,manufacturing,urban,3.0,6,female,37.6,1,28206,24705.0,0.35,12.0,6572.0,0.6,0,0.0,0.0,1,27,0.46,1,0.3,0.24,0.0,0.68,0.28,0.26,0.18,0,0,0
SME_00525,agriculture,urban,3.8,11,male,27.1,2,21813,16015.0,0.52,41.0,3309.0,0.28,1,3.0,3433.0,2,25,0.67,1,0.29,0.28,0.58,0.8,0.3,0.42,0.42,0,0,0
SME_00526,agriculture,urban,0.9,2,male,26.8,1,14649,13232.0,0.31,12.0,4673.0,0.95,1,1.9,3651.0,5,22,0.12,0,0.43,0.17,0.56,0.07,0.19,0.35,0.35,0,0,0
SME_00527,retail,urban,3.8,7,female,30.0,3,10157,8833.0,0.15,6.0,1578.0,0.91,1,0.5,2480.0,5,30,0.34,1,0.34,0.22,0.52,0.6,0.42,0.38,0.3,0,0,0
SME_00528,retail,rural,0.1,9,male,41.5,2,9715,8960.0,0.19,2.0,1982.0,0.98,1,0.6,2753.0,4,20,0.47,1,0.36,0.16,0.53,0.68,0.4,0.36,0.31,0,0,0
SME_00529,manufacturing,urban,1.4,8,female,35.8,3,75491,61324.0,0.38,2.0,22571.0,0.17,1,3.4,2563.0,4,27,0.5,1,0.15,0.36,0.58,0.7,0.46,0.37,0.29,0,0,0
SME_00530,manufacturing,urban,3.0,12,female,18.0,1,46368,42820.0,0.63,36.0,11343.0,0.84,1,0.5,256.0,2,18,0.34,1,0.47,0.27,0.51,0.6,0.12,0.41,0.33,0,0,0
SME_00531,food,rural,0.5,6,female,18.0,2,9651,8845.0,0.1,15.0,3103.0,0.87,1,0.8,3328.0,1,20,0.53,0,0.42,0.16,0.54,0.32,0.22,0.33,0.2,0,0,0
SME_00532,food,rural,5.2,13,male,30.7,1,10012,8106.0,0.13,32.0,3888.0,0.81,1,2.2,1903.0,4,22,0.65,0,0.49,0.27,0.56,0.39,0.22,0.41,0.36,0,0,0
SME_00533,services,urban,0.8,11,male,43.5,1,15807,12571.0,0.8,29.0,2133.0,0.65,1,1.6,1731.0,5,21,0.83,1,0.35,0.19,0.54,0.9,0.32,0.37,0.37,0,0,0
SME_00534,manufacturing,urban,3.2,12,female,18.0,1,22225,20740.0,0.26,4.0,6954.0,0.55,1,1.2,5898.0,3,37,0.37,0,0.27,0.23,0.56,0.22,0.14,0.33,0.25,0,0,0
SME_00535,tech,urban,1.6,4,female,32.0,1,41685,36632.0,0.1,4.0,7049.0,0.59,1,4.6,71.0,3,27,0.7,1,0.24,0.26,0.59,0.82,0.23,0.37,0.29,0,0,0
SME_00536,manufacturing,urban,2.7,14,female,31.7,2,23864,22243.0,0.33,35.0,5354.0,0.62,0,0.0,0.0,1,18,0.27,1,0.39,0.23,0.0,0.56,0.32,0.32,0.24,0,0,0
SME_00537,retail,rural,0.3,4,male,54.7,1,10389,9342.0,1.41,32.0,1141.0,0.42,1,2.7,388.0,4,33,0.23,0,0.29,0.1,0.56,0.14,0.42,0.29,0.24,0,0,0
SME_00538,agriculture,urban,0.1,12,female,33.4,2,10163,8662.0,0.52,12.0,1431.0,0.68,0,0.0,0.0,2,27,0.41,0,0.29,0.17,0.0,0.25,0.35,0.21,0.13,0,0,0
SME_00539,retail,urban,7.2,5,female,42.6,2,17727,12922.0,0.41,2.0,3473.0,0.38,0,0.0,0.0,3,24,0.3,1,0.18,0.31,0.0,0.58,0.41,0.25,0.17,0,0,0
SME_00540,food,rural,0.9,6,female,39.7,3,13509,10441.0,0.1,1.0,2737.0,0.95,1,4.1,13390.0,9,21,0.79,0,0.35,0.22,0.66,0.47,0.49,0.41,0.28,0,0,0
SME_00541,services,urban,5.1,12,female,18.0,4,19660,18524.0,0.63,8.0,7272.0,0.94,1,1.2,945.0,4,24,0.28,0,0.42,0.22,0.53,0.17,0.42,0.37,0.29,0,0,0
SME_00542,retail,urban,20.0,9,female,47.2,2,10401,8111.0,0.22,1.0,3355.0,0.66,1,2.6,3269.0,3,23,0.27,1,0.3,0.45,0.57,0.56,0.45,0.42,0.34,0,0,0
SME_00543,services,urban,0.7,10,male,40.6,2,15603,11286.0,0.66,7.0,6111.0,0.91,1,3.4,378.0,2,20,0.73,1,0.42,0.22,0.57,0.84,0.39,0.41,0.41,0,0,0
SME_00544,services,rural,0.9,9,male,44.1,1,16711,14654.0,0.12,14.0,4674.0,0.49,1,0.3,2763.0,7,27,0.13,1,0.29,0.2,0.52,0.48,0.33,0.34,0.29,0,0,0
SME_00545,agriculture,urban,3.3,8,male,70.0,4,24107,21299.0,0.1,3.0,4159.0,0.78,1,2.4,12497.0,1,24,0.87,1,0.3,0.25,0.62,0.92,0.82,0.42,0.42,0,0,0
SME_00546,retail,rural,10.1,11,male,18.0,1,6038,4657.0,0.19,3.0,1197.0,0.59,0,0.0,0.0,3,33,0.11,1,0.25,0.32,0.0,0.47,0.13,0.25,0.2,0,0,0
SME_00547,services,urban,7.4,7,male,58.7,1,10559,8177.0,0.1,57.0,2069.0,0.88,1,1.7,5653.0,3,28,0.61,1,0.55,0.3,0.57,0.77,0.44,0.5,0.5,0,0,0
SME_00548,agriculture,urban,2.1,10,male,34.6,1,20667,16890.0,0.38,22.0,4091.0,0.63,1,0.4,18061.0,5,28,0.51,1,0.34,0.23,0.62,0.71,0.26,0.4,0.4,0,0,0
SME_00549,manufacturing,rural,4.8,7,male,41.4,2,28463,20079.0,0.94,68.0,8593.0,0.81,1,0.3,2664.0,3,23,0.34,1,0.61,0.29,0.52,0.6,0.4,0.48,0.43,0,0,0
SME_00550,agriculture,rural,0.4,16,male,37.5,1,7666,6879.0,0.35,11.0,1987.0,0.78,0,0.0,0.0,1,16,0.7,1,0.36,0.17,0.0,0.82,0.27,0.32,0.27,0,0,0
SME_00551,manufacturing,rural,11.4,7,male,32.9,3,18643,14528.0,0.65,28.0,4020.0,0.57,0,0.0,0.0,6,26,0.2,0,0.35,0.34,0.0,0.12,0.44,0.29,0.24,0,0,0
SME_00552,services,rural,10.0,12,female,31.2,1,10637,9716.0,0.18,6.0,1539.0,0.6,1,1.4,5590.0,4,22,0.55,1,0.25,0.29,0.56,0.73,0.22,0.39,0.26,0,0,0
SME_00553,services,rural,0.5,5,female,42.0,2,11226,10111.0,0.44,24.0,1197.0,0.48,1,0.1,564.0,5,23,0.22,0,0.27,0.15,0.51,0.13,0.41,0.26,0.13,0,0,0
SME_00554,manufacturing,urban,1.1,7,male,19.8,1,28553,24708.0,0.56,3.0,4730.0,0.91,1,0.5,1807.0,1,19,0.05,0,0.33,0.21,0.52,0.03,0.13,0.28,0.28,0,0,0
SME_00555,agriculture,urban,0.3,11,female,47.0,1,14022,10954.0,0.37,1.0,1854.0,0.35,0,0.0,0.0,3,25,0.08,1,0.15,0.21,0.0,0.45,0.35,0.18,0.1,0,0,0
SME_00556,retail,rural,1.0,8,male,33.0,4,6166,5112.0,0.21,67.0,2070.0,0.89,1,1.3,1000.0,5,29,0.9,0,0.64,0.18,0.53,0.54,0.54,0.45,0.4,0,0,0
SME_00557,retail,urban,5.1,11,male,24.4,1,7679,6229.0,0.29,20.0,1027.0,0.71,1,1.7,5916.0,3,19,0.2,0,0.33,0.25,0.57,0.12,0.17,0.35,0.35,0,0,0
SME_00558,manufacturing,rural,1.4,6,male,32.6,3,22813,17902.0,0.36,65.0,7238.0,0.83,1,2.4,1643.0,1,25,0.19,0,0.6,0.23,0.56,0.11,0.44,0.44,0.39,0,0,0
SME_00559,services,rural,0.3,9,male,53.1,2,16040,14629.0,0.1,10.0,3460.0,0.56,1,0.1,1242.0,3,24,0.54,1,0.27,0.18,0.51,0.72,0.49,0.36,0.31,0,0,0
SME_00560,services,urban,1.3,7,female,31.6,1,17182,14104.0,0.5,10.0,2096.0,0.74,0,0.0,0.0,2,24,0.63,1,0.3,0.2,0.0,0.78,0.23,0.28,0.2,0,0,0
SME_00561,retail,urban,12.0,5,female,42.3,4,16531,15013.0,0.9,13.0,5684.0,0.45,1,0.1,743.0,6,21,0.33,1,0.29,0.28,0.51,0.6,0.61,0.39,0.31,0,0,0
SME_00562,retail,rural,3.0,8,male,29.2,1,9802,7119.0,0.19,31.0,2685.0,0.45,0,0.0,0.0,4,27,0.58,1,0.34,0.25,0.0,0.75,0.21,0.31,0.26,0,0,0
SME_00563,retail,urban,1.6,4,male,47.1,3,5503,4046.0,0.36,21.0,940.0,0.43,1,0.1,2204.0,4,24,0.17,1,0.26,0.2,0.52,0.5,0.55,0.31,0.31,0,0,0
SME_00564,agriculture,rural,0.5,4,male,46.2,1,14796,13972.0,0.4,65.0,5451.0,0.29,0,0.0,0.0,5,19,0.67,1,0.46,0.15,0.0,0.8,0.34,0.33,0.28,0,0,0
SME_00565,services,urban,12.8,4,male,60.2,3,24844,21041.0,0.33,1.0,2822.0,0.93,1,0.5,1049.0,3,23,0.15,0,0.32,0.36,0.52,0.09,0.65,0.37,0.37,0,0,0
SME_00566,agriculture,rural,5.2,12,male,35.9,1,10084,8344.0,0.24,31.0,1619.0,0.5,1,5.6,166.0,5,24,0.51,1,0.32,0.25,0.61,0.71,0.26,0.38,0.33,0,0,0
SME_00567,agriculture,urban,1.0,6,male,46.0,2,8577,7126.0,0.64,10.0,2793.0,0.19,1,1.3,2207.0,5,18,0.09,0,0.19,0.16,0.54,0.05,0.43,0.23,0.23,0,0,0
SME_00568,tech,rural,0.2,9,female,39.2,3,40129,30250.0,0.18,5.0,12553.0,0.89,1,1.2,5088.0,8,27,0.53,0,0.38,0.29,0.55,0.32,0.49,0.37,0.24,0,0,0
SME_00569,agriculture,urban,0.2,8,female,53.6,4,15551,13680.0,0.1,18.0,2905.0,0.84,0,0.0,0.0,8,35,0.11,1,0.38,0.19,0.0,0.47,0.71,0.3,0.22,0,0,0
SME_00570,agriculture,urban,0.4,4,male,29.4,4,9960,7183.0,0.56,18.0,1181.0,0.75,1,2.5,805.0,5,18,0.0,1,0.33,0.19,0.55,0.4,0.51,0.33,0.33,0,0,0
SME_00571,manufacturing,urban,2.6,10,female,46.9,3,18187,15338.0,0.34,4.0,6500.0,0.78,1,1.9,2746.0,5,25,0.17,1,0.36,0.23,0.55,0.5,0.55,0.39,0.31,0,0,0
SME_00572,agriculture,rural,7.9,13,male,35.7,3,11587,9764.0,0.57,6.0,2249.0,0.51,1,5.5,5811.0,4,23,0.87,0,0.24,0.27,0.64,0.52,0.46,0.36,0.31,0,0,0
SME_00573,services,rural,2.1,7,male,37.2,1,13664,12688.0,0.1,13.0,2169.0,0.44,1,1.1,1576.0,3,19,0.55,0,0.23,0.19,0.53,0.33,0.27,0.28,0.23,0,0,0
SME_00574,manufacturing,urban,5.6,6,male,39.1,1,27504,22871.0,0.1,13.0,7009.0,0.68,0,0.0,0.0,6,21,0.77,0,0.33,0.3,0.0,0.46,0.28,0.31,0.31,0,0,0
SME_00575,tech,urban,1.8,11,male,41.0,1,50293,36928.0,0.82,10.0,18763.0,0.85,1,1.0,6998.0,3,34,0.17,1,0.41,0.31,0.56,0.5,0.31,0.41,0.41,0,0,0
SME_00576,retail,urban,3.7,6,female,36.6,2,6690,5641.0,0.1,4.0,756.0,0.03,1,3.6,700.0,5,26,0.4,1,0.06,0.22,0.58,0.64,0.37,0.28,0.2,0,0,0
SME_00577,tech,rural,3.9,8,male,40.6,2,33614,24297.0,0.5,1.0,11084.0,0.62,1,0.6,899.0,1,21,0.22,1,0.29,0.31,0.52,0.53,0.39,0.39,0.34,0,0,0
SME_00578,agriculture,rural,0.6,6,male,56.9,2,14853,11154.0,0.52,88.0,4036.0,0.98,1,0.7,597.0,8,22,0.27,1,0.73,0.21,0.52,0.56,0.52,0.5,0.45,0,0,0
SME_00579,retail,urban,1.3,13,male,49.8,1,9041,6399.0,0.37,72.0,2058.0,0.8,1,2.3,655.0,4,25,0.61,1,0.6,0.23,0.55,0.77,0.37,0.5,0.5,0,0,0
SME_00580,agriculture,urban,3.0,7,male,48.4,3,7992,6620.0,0.1,17.0,2583.0,0.49,0,0.0,0.0,3,31,0.57,0,0.31,0.22,0.0,0.34,0.56,0.26,0.26,0,0,0
SME_00581,food,urban,0.2,5,female,32.5,1,10760,7759.0,0.33,100.0,4194.0,0.99,1,0.5,8027.0,4,33,0.72,1,0.81,0.21,0.56,0.83,0.24,0.54,0.46,0,0,0
SME_00582,agriculture,urban,1.3,8,male,27.3,2,10167,8310.0,0.66,28.0,1716.0,0.97,1,0.7,160.0,4,19,0.38,1,0.45,0.18,0.51,0.63,0.29,0.4,0.4,0,0,0
SME_00583,agriculture,urban,2.3,5,male,49.5,2,17359,16200.0,0.17,2.0,2484.0,0.88,0,0.0,0.0,3,21,0.88,1,0.31,0.19,0.0,0.93,0.46,0.3,0.3,0,0,0
SME_00584,services,rural,16.7,12,male,48.5,3,17040,14994.0,0.16,3.0,6371.0,0.45,0,0.0,0.0,4,26,0.56,0,0.26,0.4,0.0,0.34,0.56,0.28,0.23,0,0,0
SME_00585,retail,urban,1.9,11,male,55.7,3,5356,3853.0,0.18,62.0,1610.0,0.52,1,2.2,1486.0,7,34,0.34,1,0.49,0.23,0.55,0.6,0.62,0.42,0.42,0,0,0
SME_00586,retail,rural,5.1,11,male,30.8,2,10837,8193.0,0.1,25.0,2508.0,0.92,0,0.0,0.0,3,26,0.11,0,0.45,0.28,0.0,0.07,0.32,0.28,0.23,0,0,0
SME_00587,retail,urban,1.7,8,female,35.2,1,6665,5788.0,0.67,46.0,1813.0,0.76,0,0.0,0.0,3,26,0.54,1,0.49,0.16,0.0,0.72,0.26,0.34,0.26,0,0,0
SME_00588,retail,urban,4.8,5,male,18.3,2,19403,17922.0,0.61,57.0,6280.0,0.48,1,0.1,560.0,5,25,0.17,1,0.47,0.21,0.51,0.5,0.23,0.41,0.41,0,0,0
SME_00589,retail,rural,2.7,9,female,33.3,1,7845,5556.0,1.85,15.0,2604.0,0.99,1,0.2,385.0,8,30,0.08,0,0.46,0.17,0.51,0.05,0.25,0.35,0.22,0,0,0
SME_00590,retail,rural,6.5,12,female,50.0,2,4859,4388.0,0.26,1.0,1827.0,0.93,0,0.0,0.0,4,27,0.2,0,0.4,0.23,0.0,0.12,0.47,0.26,0.13,0,0,0
SME_00591,services,rural,1.6,14,female,32.4,2,9499,7983.0,0.42,5.0,2166.0,0.86,1,0.8,1357.0,3,23,0.5,1,0.35,0.2,0.52,0.7,0.33,0.38,0.25,0,0,0
SME_00592,retail,urban,2.8,4,male,45.7,1,11953,9999.0,0.1,2.0,2247.0,0.82,1,0.5,1236.0,5,35,0.41,1,0.31,0.22,0.52,0.65,0.35,0.35,0.35,0,0,0
SME_00593,agriculture,urban,3.0,6,male,35.7,1,13339,12531.0,0.33,5.0,3894.0,0.48,1,1.3,1691.0,2,27,0.38,1,0.25,0.18,0.54,0.63,0.26,0.33,0.33,0,0,0
SME_00594,manufacturing,rural,1.6,11,male,41.9,4,24051,21331.0,0.31,13.0,5405.0,0.54,1,2.2,2099.0,4,29,0.85,1,0.28,0.22,0.56,0.91,0.61,0.41,0.36,0,0,0
SME_00595,agriculture,urban,0.5,9,female,24.2,4,29736,27135.0,0.69,3.0,8278.0,0.6,1,1.0,4254.0,6,22,0.1,1,0.28,0.19,0.55,0.46,0.47,0.31,0.23,0,0,0
SME_00596,services,urban,0.3,10,male,39.0,2,14742,11624.0,0.53,5.0,3332.0,0.34,0,0.0,0.0,6,26,0.11,0,0.19,0.2,0.0,0.07,0.39,0.2,0.2,0,0,0
SME_00597,retail,urban,0.1,5,male,18.0,1,10652,8933.0,0.84,15.0,1554.0,0.26,1,2.7,1204.0,4,34,0.22,1,0.18,0.14,0.56,0.53,0.13,0.29,0.29,0,0,0
SME_00598,retail,urban,6.2,4,male,35.8,1,18352,15670.0,0.61,10.0,4420.0,0.36,0,0.0,0.0,2,24,0.62,1,0.22,0.24,0.0,0.77,0.26,0.28,0.28,0,0,0
SME_00599,retail,rural,0.8,5,male,18.4,2,8914,6956.0,0.61,16.0,2739.0,0.47,0,0.0,0.0,4,19,0.26,0,0.3,0.18,0.0,0.16,0.22,0.22,0.17,0,0,0
SME_00600,retail,urban,0.7,8,male,52.5,4,5469,4608.0,0.1,14.0,1858.0,0.98,1,0.7,795.0,7,26,0.05,0,0.45,0.18,0.52,0.03,0.69,0.37,0.37,0,0,0
SME_00601,retail,urban,4.0,12,male,47.3,1,12729,9663.0,0.56,26.0,3157.0,0.5,0,0.0,0.0,6,22,0.44,0,0.33,0.25,0.0,0.26,0.35,0.28,0.28,0,0,0
SME_00602,retail,urban,1.2,6,female,43.6,3,6531,4806.0,0.28,69.0,977.0,0.73,1,3.9,5231.0,6,26,0.58,0,0.54,0.21,0.61,0.35,0.52,0.44,0.36,0,0,0
SME_00603,retail,urban,2.1,16,male,56.3,1,18256,14486.0,0.14,3.0,4097.0,0.34,1,1.7,248.0,6,33,0.18,1,0.18,0.26,0.54,0.51,0.43,0.31,0.31,0,0,0
SME_00604,retail,urban,0.5,5,male,26.6,4,7483,6621.0,0.1,3.0,2513.0,0.65,1,3.1,1183.0,3,25,0.14,0,0.31,0.16,0.57,0.08,0.49,0.31,0.31,0,0,0
SME_00605,agriculture,urban,9.6,7,male,59.0,2,51165,47535.0,0.34,48.0,11454.0,0.94,0,0.0,0.0,2,29,0.52,1,0.54,0.37,0.0,0.71,0.54,0.41,0.41,0,0,0
SME_00606,retail,urban,5.7,10,male,49.2,3,18704,15233.0,0.12,18.0,5779.0,0.95,1,1.8,621.0,3,21,0.45,1,0.45,0.29,0.54,0.67,0.56,0.47,0.47,0,0,0
SME_00607,agriculture,rural,6.0,7,male,35.2,2,8725,7510.0,0.19,36.0,2200.0,0.82,1,0.1,595.0,3,26,0.14,0,0.47,0.24,0.51,0.08,0.36,0.38,0.33,0,0,0
SME_00608,agriculture,urban,1.6,10,female,51.6,2,15725,11413.0,0.34,6.0,2710.0,0.44,1,8.5,1659.0,4,20,0.67,0,0.21,0.24,0.68,0.4,0.48,0.34,0.26,0,0,0
SME_00609,services,urban,4.3,6,male,24.7,1,26360,24412.0,0.73,44.0,8932.0,0.86,1,3.2,4214.0,9,21,0.41,1,0.54,0.22,0.59,0.65,0.17,0.46,0.46,0,0,0
SME_00610,retail,rural,0.5,8,female,28.1,1,10945,9217.0,0.52,64.0,1371.0,0.64,0,0.0,0.0,4,25,0.21,0,0.49,0.17,0.0,0.13,0.2,0.29,0.16,0,0,0
SME_00611,manufacturing,rural,0.1,10,male,30.7,4,29838,26708.0,0.18,25.0,7682.0,0.4,0,0.0,0.0,6,26,0.72,0,0.3,0.22,0.0,0.43,0.52,0.25,0.2,0,0,0
SME_00612,services,urban,0.1,5,male,31.7,4,32177,28915.0,0.15,3.0,5234.0,0.93,1,0.4,231.0,3,24,0.74,0,0.34,0.21,0.51,0.44,0.53,0.36,0.36,0,0,0
SME_00613,retail,urban,2.7,6,female,25.3,3,9900,7565.0,0.1,56.0,1189.0,0.5,0,0.0,0.0,7,29,0.45,0,0.41,0.24,0.0,0.27,0.39,0.29,0.21,0,0,0
SME_00614,manufacturing,urban,1.8,10,male,52.7,2,28065,23358.0,0.14,39.0,7041.0,0.72,1,4.0,4240.0,2,29,0.11,0,0.45,0.26,0.61,0.07,0.5,0.4,0.4,0,0,0
SME_00615,tech,rural,2.2,3,male,34.9,3,34817,32732.0,0.1,35.0,8700.0,0.51,1,1.0,2333.0,5,36,0.78,0,0.37,0.23,0.53,0.47,0.47,0.37,0.32,0,0,0
SME_00616,retail,rural,0.1,1,male,42.2,1,11277,8147.0,1.06,1.0,3519.0,0.56,1,0.6,1191.0,4,17,0.87,1,0.27,0.16,0.52,0.92,0.3,0.36,0.31,0,0,0
SME_00617,retail,rural,1.6,5,male,31.2,2,9258,8062.0,0.26,40.0,2994.0,0.83,1,1.6,690.0,6,33,0.61,0,0.51,0.18,0.54,0.37,0.33,0.39,0.34,0,0,0
SME_00618,manufacturing,urban,3.8,14,female,18.0,2,36516,34346.0,0.1,4.0,11624.0,0.83,1,1.1,988.0,8,32,0.58,1,0.36,0.28,0.53,0.75,0.23,0.38,0.3,0,0,0
SME_00619,services,rural,1.8,8,male,41.2,2,20617,15981.0,0.13,6.0,4595.0,0.48,1,2.1,1683.0,1,26,0.15,0,0.23,0.25,0.55,0.09,0.4,0.27,0.22,0,0,0
SME_00620,retail,urban,4.0,7,female,18.0,2,4578,4191.0,0.24,22.0,1325.0,0.5,1,1.3,585.0,4,28,0.36,0,0.32,0.19,0.53,0.22,0.23,0.29,0.21,0,0,0
SME_00621,retail,urban,0.8,7,female,37.2,1,11773,10989.0,0.23,8.0,3215.0,0.94,1,2.4,9992.0,3,33,0.08,1,0.4,0.16,0.61,0.45,0.28,0.34,0.26,0,0,0
SME_00622,agriculture,urban,5.0,11,male,21.6,2,17025,15097.0,0.1,27.0,3856.0,0.58,1,3.8,341.0,5,13,0.57,0,0.35,0.26,0.58,0.34,0.24,0.36,0.36,0,0,0
SME_00623,agriculture,rural,2.7,8,female,61.8,3,23392,17727.0,0.9,23.0,6530.0,0.92,1,0.4,12717.0,4,28,0.61,0,0.45,0.24,0.58,0.37,0.66,0.42,0.29,0,0,0
SME_00624,services,urban,0.7,2,male,48.9,2,10580,8289.0,0.1,3.0,4065.0,0.64,1,0.8,5533.0,1,30,0.3,1,0.32,0.2,0.55,0.58,0.47,0.34,0.34,0,0,0
SME_00625,agriculture,rural,0.8,14,female,39.3,1,22371,15860.0,0.1,27.0,3532.0,0.44,1,1.1,1651.0,4,28,0.48,0,0.29,0.28,0.53,0.29,0.29,0.34,0.21,0,0,0
SME_00626,agriculture,urban,3.0,9,male,53.2,1,16077,14596.0,0.1,64.0,5976.0,0.12,0,0.0,0.0,4,29,0.52,1,0.4,0.22,0.0,0.71,0.4,0.33,0.33,0,0,0
SME_00627,services,urban,5.3,5,female,27.8,1,23712,21635.0,0.26,4.0,2751.0,0.93,0,0.0,0.0,2,19,0.61,0,0.33,0.25,0.0,0.37,0.19,0.24,0.16,0,0,0
SME_00628,retail,urban,1.6,11,male,44.5,1,20331,17448.0,0.1,23.0,3914.0,0.41,0,0.0,0.0,6,28,0.29,0,0.27,0.23,0.0,0.17,0.33,0.22,0.22,0,0,0
SME_00629,retail,urban,0.9,7,male,40.4,2,13015,10258.0,0.1,10.0,2427.0,1.0,0,0.0,0.0,2,33,0.04,0,0.4,0.22,0.0,0.02,0.41,0.27,0.27,0,0,0
SME_00630,services,rural,6.1,6,male,41.2,2,17605,12662.0,0.14,15.0,5069.0,0.74,1,1.1,2159.0,2,23,0.4,1,0.37,0.31,0.53,0.64,0.4,0.39,0.34,0,0,0
SME_00631,manufacturing,urban,3.3,9,female,53.3,3,35807,31806.0,0.29,8.0,4990.0,0.65,0,0.0,0.0,2,18,0.52,1,0.27,0.27,0.0,0.71,0.59,0.28,0.2,0,0,0
SME_00632,agriculture,rural,1.8,9,male,46.8,2,9889,8718.0,0.1,11.0,3607.0,0.64,1,4.5,2349.0,1,26,0.54,1,0.35,0.2,0.6,0.72,0.45,0.42,0.37,0,0,0
SME_00633,agriculture,rural,2.0,7,male,41.5,3,11864,11012.0,0.11,1.0,4135.0,0.53,1,1.4,1922.0,2,20,0.08,1,0.27,0.18,0.54,0.45,0.5,0.34,0.29,0,0,0
SME_00634,retail,rural,0.7,5,female,18.1,1,6008,5303.0,0.16,100.0,1776.0,0.38,0,0.0,0.0,2,17,0.72,1,0.6,0.16,0.0,0.83,0.12,0.37,0.24,0,0,0
SME_00635,agriculture,urban,3.0,6,female,26.5,2,15324,13902.0,0.1,25.0,3640.0,0.44,0,0.0,0.0,4,24,0.69,1,0.3,0.21,0.0,0.81,0.29,0.29,0.21,0,0,0
SME_00636,agriculture,urban,1.3,7,female,36.5,3,6128,5432.0,0.21,17.0,2328.0,0.74,1,2.4,1709.0,2,27,0.38,1,0.4,0.17,0.56,0.63,0.47,0.4,0.32,0,0,0
SME_00637,retail,urban,16.3,13,female,39.1,1,12347,10590.0,0.1,12.0,4312.0,0.68,1,2.5,2338.0,4,22,0.25,1,0.36,0.4,0.56,0.55,0.28,0.44,0.36,0,0,0
SME_00638,retail,rural,2.0,7,female,24.4,1,7619,6147.0,0.1,19.0,1903.0,0.16,1,0.9,6567.0,4,21,0.53,0,0.2,0.21,0.56,0.32,0.17,0.27,0.14,0,0,0
SME_00639,agriculture,rural,2.0,8,female,66.9,3,10490,9709.0,0.22,12.0,3258.0,0.05,1,0.5,3006.0,5,26,0.51,1,0.16,0.18,0.53,0.71,0.7,0.32,0.19,0,0,0
SME_00640,retail,urban,2.5,2,male,56.2,2,11355,9796.0,0.1,11.0,3067.0,0.9,1,4.9,3847.0,5,23,0.01,1,0.4,0.2,0.62,0.41,0.52,0.39,0.39,0,0,0
SME_00641,agriculture,rural,7.5,8,male,45.2,3,6763,5408.0,0.1,16.0,1869.0,0.48,1,1.1,2730.0,4,27,0.59,0,0.29,0.28,0.54,0.35,0.54,0.33,0.28,0,0,0
SME_00642,retail,urban,4.8,4,female,38.9,1,22499,16219.0,0.17,8.0,4484.0,0.33,0,0.0,0.0,6,33,0.12,1,0.19,0.3,0.0,0.47,0.29,0.27,0.19,0,0,0
SME_00643,agriculture,rural,1.8,10,male,35.5,3,11516,8898.0,0.74,5.0,2748.0,0.75,1,0.1,2591.0,4,29,0.38,1,0.32,0.2,0.52,0.63,0.46,0.36,0.31,0,0,0
SME_00644,retail,urban,3.8,11,male,26.6,2,9810,8200.0,0.39,20.0,1211.0,0.25,0,0.0,0.0,2,23,0.53,0,0.19,0.22,0.0,0.32,0.29,0.2,0.2,0,0,0
